r3_8x:h2o:4:0-3:31.653
r3_8x:xgboost:16:0-15:4.255
r3_8x:xgboost:16:0-15:4.229
r3_8x:xgboost:16:0-7,16-23:5.473
r3_8x:xgboost:16:0-7,16-23:5.531
r3_8x:xgboost:16:0-7,16-23:5.269
r3_8x:xgboost:32:0-31:5.158
r3_8x:xgboost:32:0-31:5.077
r3_8x:xgboost:32:0-31:6.419
r4_8x:h2o:4:0-3:34.573
r4_8x:h2o:4:0-3:33.071
r4_8x:h2o:4:0-3:33.152
r4_8x:h2o:8:0-7:17.472
r4_8x:h2o:8:0-7:17.502
r4_8x:h2o:8:0-7:17.858
r4_8x:h2o:8:0-3,16-19:26.406
r4_8x:h2o:8:0-3,16-19:26.842
r4_8x:h2o:8:0-3,16-19:26.844
r4_8x:h2o:16:0-15:10.663
r4_8x:h2o:16:0-15:10.552
r4_8x:h2o:16:0-15:10.602
r4_8x:h2o:16:0-7,16-23:16.281
r4_8x:h2o:16:0-7,16-23:16.442
r4_8x:h2o:16:0-7,16-23:16.145
r4_8x:h2o:32:0-31:11.571
r4_8x:h2o:32:0-31:10.884
r4_8x:h2o:32:0-31:12.294
r4_8x:lightgbm:4:0-3:0.9443
r4_8x:lightgbm:4:0-3:0.9388
r4_8x:lightgbm:4:0-3:0.9475
r4_8x:lightgbm:8:0-7:0.6447
r4_8x:lightgbm:8:0-7:0.6464
r4_8x:lightgbm:8:0-7:0.6597
r4_8x:lightgbm:8:0-3,16-19:0.8267
r4_8x:lightgbm:8:0-3,16-19:0.8396
r4_8x:lightgbm:8:0-3,16-19:0.8329
r4_8x:lightgbm:16:0-15:0.5293
r4_8x:lightgbm:16:0-15:0.5279
r4_8x:lightgbm:16:0-15:0.5298
r4_8x:lightgbm:16:0-7,16-23:0.6325
r4_8x:lightgbm:16:0-7,16-23:0.6166
r4_8x:lightgbm:16:0-7,16-23:0.6216
r4_8x:lightgbm:32:0-31:0.5654
r4_8x:lightgbm:32:0-31:0.6181
r4_8x:lightgbm:32:0-31:0.5862
r4_8x:xgboost:4:0-3:8.872
r4_8x:xgboost:4:0-3:8.873
r4_8x:xgboost:4:0-3:8.88
r4_8x:xgboost:8:0-7:5.765
r4_8x:xgboost:8:0-7:5.792
r4_8x:xgboost:8:0-7:5.785
r4_8x:xgboost:8:0-3,16-19:7.175
r4_8x:xgboost:8:0-3,16-19:7.316
r4_8x:xgboost:8:0-3,16-19:7.227
r4_8x:xgboost:16:0-15:4.234
r4_8x:xgboost:16:0-15:4.241
r4_8x:xgboost:16:0-15:4.238
r4_8x:xgboost:16:0-7,16-23:5.533
r4_8x:xgboost:16:0-7,16-23:5.278
r4_8x:xgboost:16:0-7,16-23:5.17
r4_8x:xgboost:32:0-31:5.3
r4_8x:xgboost:32:0-31:5.496
r4_8x:xgboost:32:0-31:4.81
x1_32x:h2o:4:0-3:50.416
x1_32x:h2o:4:0-3:46.134
x1_32x:h2o:4:0-3:47.39
x1_32x:h2o:8:0-7:26.246
x1_32x:h2o:8:0-7:24.799
x1_32x:h2o:8:0-7:26.356
x1_32x:h2o:8:0-3,16-19:36.933
x1_32x:h2o:8:0-3,16-19:32.128
x1_32x:h2o:8:0-3,16-19:32.125
x1_32x:h2o:8:0-3,64-67:34.672
x1_32x:h2o:8:0-3,64-67:40.964
x1_32x:h2o:8:0-3,64-67:34.192
x1_32x:h2o:16:0-15:17.27
x1_32x:h2o:16:0-15:17.517
x1_32x:h2o:16:0-15:14.381
x1_32x:h2o:16:0-7,16-23:21.26
x1_32x:h2o:16:0-7,16-23:21.612
x1_32x:h2o:16:0-7,16-23:21.961
x1_32x:h2o:16:0-7,32-39:20.51
x1_32x:h2o:16:0-7,32-39:19.724
x1_32x:h2o:16:0-7,32-39:23.484
x1_32x:h2o:16:0-7,64-71:21.647
x1_32x:h2o:16:0-7,64-71:21.548
x1_32x:h2o:16:0-7,64-71:22.52
x1_32x:h2o:32:0-31:17.507
x1_32x:h2o:32:0-31:15.058
x1_32x:h2o:32:0-31:17.403
x1_32x:h2o:32:0-15,32-47:15.905
x1_32x:h2o:32:0-15,32-47:13.284
x1_32x:h2o:32:0-15,32-47:14.59
x1_32x:h2o:32:0-15,48-63:13.656
x1_32x:h2o:32:0-15,48-63:14.921
x1_32x:h2o:32:0-15,48-63:14.808
x1_32x:h2o:32:0-15,64-79:13.492
x1_32x:h2o:32:0-15,64-79:13.115
x1_32x:h2o:32:0-15,64-79:11.822
x1_32x:h2o:64:0-63:15.723
x1_32x:h2o:64:0-63:15.786
x1_32x:h2o:64:0-63:13.644
x1_32x:h2o:64:0-31,64-95:14.468
x1_32x:h2o:64:0-31,64-95:15.442
x1_32x:h2o:64:0-31,64-95:14.924
x1_32x:h2o:128:0-127:16.602
x1_32x:h2o:128:0-127:17.326
x1_32x:h2o:128:0-127:15.852
x1_32x:lightgbm:4:0-3:1.1242
x1_32x:lightgbm:4:0-3:1.1294
x1_32x:lightgbm:4:0-3:1.1443
x1_32x:lightgbm:8:0-7:0.678
x1_32x:lightgbm:8:0-7:0.71
x1_32x:lightgbm:8:0-7:0.6806
x1_32x:lightgbm:8:0-3,16-19:0.9096
x1_32x:lightgbm:8:0-3,16-19:0.8439
x1_32x:lightgbm:8:0-3,16-19:0.9053
x1_32x:lightgbm:8:0-3,64-67:0.9472
x1_32x:lightgbm:8:0-3,64-67:0.9213
x1_32x:lightgbm:8:0-3,64-67:0.9347
x1_32x:lightgbm:16:0-15:0.5695
x1_32x:lightgbm:16:0-15:0.5654
x1_32x:lightgbm:16:0-15:0.5536
x1_32x:lightgbm:16:0-7,16-23:0.7069
x1_32x:lightgbm:16:0-7,16-23:0.728
x1_32x:lightgbm:16:0-7,16-23:0.7981
x1_32x:lightgbm:16:0-7,32-39:0.732
x1_32x:lightgbm:16:0-7,32-39:0.7712
x1_32x:lightgbm:16:0-7,32-39:0.7233
x1_32x:lightgbm:16:0-7,64-71:0.6821
x1_32x:lightgbm:16:0-7,64-71:0.6712
x1_32x:lightgbm:16:0-7,64-71:0.6861
x1_32x:lightgbm:32:0-31:0.7002
x1_32x:lightgbm:32:0-31:0.6872
x1_32x:lightgbm:32:0-31:0.614
x1_32x:lightgbm:32:0-15,32-47:0.6575
x1_32x:lightgbm:32:0-15,32-47:0.6024
x1_32x:lightgbm:32:0-15,32-47:0.6597
x1_32x:lightgbm:32:0-15,48-63:0.6704
x1_32x:lightgbm:32:0-15,48-63:0.6534
x1_32x:lightgbm:32:0-15,48-63:0.7956
x1_32x:lightgbm:32:0-15,64-79:0.5504
x1_32x:lightgbm:32:0-15,64-79:0.6044
x1_32x:lightgbm:32:0-15,64-79:0.5951
x1_32x:lightgbm:64:0-63:4.0573
x1_32x:lightgbm:64:0-63:4.4872
x1_32x:lightgbm:64:0-63:4.7887
x1_32x:lightgbm:64:0-31,64-95:0.8276
x1_32x:lightgbm:64:0-31,64-95:1.212
x1_32x:lightgbm:64:0-31,64-95:1.1532
x1_32x:lightgbm:128:0-127:6.644
x1_32x:lightgbm:128:0-127:2.2468
x1_32x:lightgbm:128:0-127:7.2773
x1_32x:xgboost:4:0-3:8.988
x1_32x:xgboost:4:0-3:9.05
x1_32x:xgboost:4:0-3:9.128
x1_32x:xgboost:8:0-7:5.984
x1_32x:xgboost:8:0-7:6.06
x1_32x:xgboost:8:0-7:5.979
x1_32x:xgboost:8:0-3,16-19:9.245
x1_32x:xgboost:8:0-3,16-19:8.88
x1_32x:xgboost:8:0-3,16-19:10.311
x1_32x:xgboost:8:0-3,64-67:7.549
x1_32x:xgboost:8:0-3,64-67:7.427
x1_32x:xgboost:8:0-3,64-67:7.541
x1_32x:xgboost:16:0-15:4.402
x1_32x:xgboost:16:0-15:4.375
x1_32x:xgboost:16:0-15:4.392
x1_32x:xgboost:16:0-7,16-23:8.842
x1_32x:xgboost:16:0-7,16-23:7.48
x1_32x:xgboost:16:0-7,16-23:5.458
x1_32x:xgboost:16:0-7,32-39:5.536
x1_32x:xgboost:16:0-7,32-39:7.547
x1_32x:xgboost:16:0-7,32-39:10.231
x1_32x:xgboost:16:0-7,64-71:5.569
x1_32x:xgboost:16:0-7,64-71:5.612
x1_32x:xgboost:16:0-7,64-71:5.604
x1_32x:xgboost:32:0-31:14.017
x1_32x:xgboost:32:0-31:12.101
x1_32x:xgboost:32:0-31:8.268
x1_32x:xgboost:32:0-15,32-47:16.486
x1_32x:xgboost:32:0-15,32-47:19.266
x1_32x:xgboost:32:0-15,32-47:17.561
x1_32x:xgboost:32:0-15,48-63:5.127
x1_32x:xgboost:32:0-15,48-63:9.617
x1_32x:xgboost:32:0-15,48-63:18.984
x1_32x:xgboost:32:0-15,64-79:5.239
x1_32x:xgboost:32:0-15,64-79:5.084
x1_32x:xgboost:32:0-15,64-79:5.262
x1_32x:xgboost:64:0-63:315.885
x1_32x:xgboost:64:0-63:319.433
x1_32x:xgboost:64:0-63:247.063
x1_32x:xgboost:64:0-31,64-95:81.376
x1_32x:xgboost:64:0-31,64-95:108.489
x1_32x:xgboost:64:0-31,64-95:103.203
x1_32x:xgboost:128:0-127:503.457
x1_32x:xgboost:128:0-127:495.402
x1_32x:xgboost:128:0-127:491.632
